log,label
AuthenticationException: Bad credentials for user customer1@mail.com,AUTHENTICATION_ERROR
Completely unrelated unknown event (ref 31),UNKNOWN
SocketTimeoutException while sending reminder email to customer1@mail.com,NETWORK_ERROR
Deprecated API version used by client for endpoint /api/appointments/{id}/cancel,WARNING
Method getAllAppointments took 120 ms to complete,PERFORMANCE_WARNING
Reminder email sent to admin@system.local for upcoming appointment,INFO
"JVM garbage collector could not reclaim memory, heap dump 12345 written",SYSTEM_ERROR
User 77410 attempted to book an already-cancelled appointment,WARNING
GC pause of 5000 ms detected on spring-app container,PERFORMANCE_WARNING
Failed to serialize response for endpoint /api/appointments/{id}/status,APPLICATION_ERROR
Validation failed: username already exists,VALIDATION_ERROR
IllegalStateException: working schedule not initialized for staff 203,APPLICATION_ERROR
Appointment created successfully for user 9002 with service svc-9,INFO
Slow response detected for /api/appointments/{id}/cancel: 200 ms,PERFORMANCE_WARNING
Failed to parse JWT claims for request to /api/services,AUTHENTICATION_ERROR
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
Exception in method: register | Message: Unexpected error creating user account,APPLICATION_ERROR
Invalid JWT token,AUTHENTICATION_ERROR
Unusual number of admin actions performed by user 4471 in a short period,SECURITY_ALERT
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
Appointment created successfully for user 31 with service svc-101,INFO
Configuration property spring.jpa.show-sql is enabled in a non-dev profile,WARNING
Invalid request body for endpoint /api/services/{id}/available-slots: missing required field 'serviceId',VALIDATION_ERROR
Placeholder log entry 12345 pending removal,UNKNOWN
No handler registered for event type 9002,UNKNOWN
"Working schedule overlaps detected for staff member 31, auto-resolved",WARNING
Slow response detected for /api/appointments/{id}/cancel: 3100 ms,PERFORMANCE_WARNING
Unclassified telemetry ping from unknown source 203.0.113.42,UNKNOWN
"JVM garbage collector could not reclaim memory, heap dump 9002 written",SYSTEM_ERROR
Query timeout while fetching appointments for user 4471,DATABASE_ERROR
Connection reset by peer while streaming websocket data for user 555,NETWORK_ERROR
User 555 does not have permission to access /api/appointments,AUTHORIZATION_ERROR
Expired JWT token for user 77410,AUTHENTICATION_ERROR
MethodArgumentNotValidException: appointment date must be in the future,VALIDATION_ERROR
Login failed for user staff2@clinic.local: invalid credentials,AUTHENTICATION_ERROR
Appointment 60021 cancelled by user 12345,INFO
Uninterpreted binary blob logged at offset 60021,UNKNOWN
Malformed Authorization header on request to /api/services,AUTHENTICATION_ERROR
Placeholder log entry 555 pending removal,UNKNOWN
User 60021 logged out,INFO
Validation failed: password must be at least 8 characters,VALIDATION_ERROR
User 8891 does not have permission to access /api/services,AUTHORIZATION_ERROR
Repeated 401 Unauthorized responses from IP 203.0.113.42 within short window,SECURITY_ALERT
User 60021 attempted to access admin-only endpoint /api/appointments/{id}/status,AUTHORIZATION_ERROR
AuthenticationException: Bad credentials for user user@example.com,AUTHENTICATION_ERROR
Unclassified telemetry ping from unknown source 192.168.1.10,UNKNOWN
User 77410 attempted to access admin-only endpoint /api/services,AUTHORIZATION_ERROR
Failed to acquire JDBC Connection: HikariPool-1 connection is not available,DATABASE_ERROR
Malformed Authorization header on request to /api/admin/schedules,AUTHENTICATION_ERROR
User 555 attempted to access admin-only endpoint /api/auth/register,AUTHORIZATION_ERROR
Invalid request body for endpoint /api/services/{id}/available-slots: missing required field 'serviceId',VALIDATION_ERROR
SQL injection pattern detected in request parameter for /api/services/{id}/available-slots,SECURITY_ALERT
"JVM garbage collector could not reclaim memory, heap dump 12345 written",SYSTEM_ERROR
Slow response detected for /api/appointments/{id}/status: 200 ms,PERFORMANCE_WARNING
Malformed Authorization header on request to /api/services,AUTHENTICATION_ERROR
User 77410 attempted to book an already-cancelled appointment,WARNING
User 12345 registered a new account,INFO
"JVM garbage collector could not reclaim memory, heap dump 8891 written",SYSTEM_ERROR
SocketTimeoutException while sending reminder email to admin@system.local,NETWORK_ERROR
Failed to acquire JDBC Connection: HikariPool-1 connection is not available,DATABASE_ERROR
403 Forbidden returned for request to /api/admin/schedules by user 60021,AUTHORIZATION_ERROR
NullPointerException while processing appointment request for user 31,APPLICATION_ERROR
Database query for available slots took 6100 ms,PERFORMANCE_WARNING
403 Forbidden returned for request to /api/auth/login by user 60021,AUTHORIZATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 203 not found,APPLICATION_ERROR
No handler registered for event type 555,UNKNOWN
User 77410 attempted to book an already-cancelled appointment,WARNING
Appointment 60021 requested for a slot close to closing time,WARNING
Failed to parse JWT claims for request to /api/services,AUTHENTICATION_ERROR
Database query for available slots took 5000 ms,PERFORMANCE_WARNING
User 77410 attempted to access admin-only endpoint /api/admin/schedules,AUTHORIZATION_ERROR
Invalid request body for endpoint /api/services: missing required field 'serviceId',VALIDATION_ERROR
User 8891 attempted to access admin-only endpoint /api/services,AUTHORIZATION_ERROR
com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure,DATABASE_ERROR
Exception in method: cancelAppointment | Message: Appointment 555 not found,APPLICATION_ERROR
Repeated 401 Unauthorized responses from IP 198.51.100.7 within short window,SECURITY_ALERT
Slow response detected for /api/services/{id}/available-slots: 200 ms,PERFORMANCE_WARNING
403 Forbidden returned for request to /api/services/{id}/available-slots by user 77410,AUTHORIZATION_ERROR
Unusual number of admin actions performed by user 77410 in a short period,SECURITY_ALERT
Validation failed: startTime must not be null,VALIDATION_ERROR
Failed to parse JWT claims for request to /api/appointments/{id}/status,AUTHENTICATION_ERROR
Request from 172.17.0.3 attempted path traversal on static resource path,SECURITY_ALERT
Exception in method: cancelAppointment | Message: Appointment 4471 not found,APPLICATION_ERROR
Appointment 9002 cancelled by user 77410,INFO
Query timeout while fetching appointments for user 77410,DATABASE_ERROR
Failed to connect to PostgreSQL database,DATABASE_ERROR
Appointment 4471 cancelled by user 8891,INFO
SocketTimeoutException while sending reminder email to customer1@mail.com,NETWORK_ERROR
Disk space critically low on mysql-db volume (4200 MB free),SYSTEM_ERROR
SQL injection pattern detected in request parameter for /api/services/{id}/available-slots,SECURITY_ALERT
User 555 attempted to access admin-only endpoint /api/services/{id}/available-slots,AUTHORIZATION_ERROR
com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure,DATABASE_ERROR
Miscellaneous debug marker 31 left in codebase,UNKNOWN
SQL injection pattern detected in request parameter for /api/appointments/{id}/status,SECURITY_ALERT
Unable to reach downstream service from 203.0.113.42,NETWORK_ERROR
Invalid request body for endpoint /api/auth/login: missing required field 'serviceId',VALIDATION_ERROR
Query timeout while fetching appointments for user 60021,DATABASE_ERROR
Appointment 4471 cancelled by user 12345,INFO
Uninterpreted binary blob logged at offset 12345,UNKNOWN
SocketTimeoutException while sending reminder email to customer1@mail.com,NETWORK_ERROR
Account for user 8891 locked after repeated failed authentication attempts,SECURITY_ALERT
"Docker health check failed for spring-app container, retry 31",SYSTEM_ERROR
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
Failed to serialize response for endpoint /api/auth/register,APPLICATION_ERROR
Unclassified telemetry ping from unknown source 10.0.0.5,UNKNOWN
Expired JWT token for user 203,AUTHENTICATION_ERROR
Appointment 12345 cancelled by user 203,INFO
Appointment created successfully for user 8891 with service svc-101,INFO
Data truncation: Data too long for column 'notes' at row 1,DATABASE_ERROR
Appointment API request took 80 ms,PERFORMANCE_WARNING
SQL injection pattern detected in request parameter for /api/appointments/{id}/status,SECURITY_ALERT
OutOfMemoryError: Java heap space in appointment-service container (attempt 12345),SYSTEM_ERROR
Container spring-app restarted unexpectedly at cycle 8891,SYSTEM_ERROR
Failed to parse JWT claims for request to /api/auth/register,AUTHENTICATION_ERROR
Validation failed: email must be a well-formed email address,VALIDATION_ERROR
User 4471 does not have permission to access /api/auth/register,AUTHORIZATION_ERROR
Failed to serialize response for endpoint /api/appointments/{id}/cancel,APPLICATION_ERROR
"Cache miss for service svc-202 listing, falling back to database",WARNING
Unusual number of admin actions performed by user 203 in a short period,SECURITY_ALERT
Failed to serialize response for endpoint /api/services/{id}/available-slots,APPLICATION_ERROR
Failed to parse JWT claims for request to /api/appointments/{id}/cancel,AUTHENTICATION_ERROR
Uninterpreted binary blob logged at offset 9002,UNKNOWN
No handler registered for event type 12345,UNKNOWN
org.hibernate.exception.ConstraintViolationException: could not execute statement,DATABASE_ERROR
Expired JWT token for user 555,AUTHENTICATION_ERROR
Method getAllAppointments took 2200 ms to complete,PERFORMANCE_WARNING
Connection reset by peer while streaming websocket data for user 555,NETWORK_ERROR
Slow response detected for /api/appointments/{id}/cancel: 6100 ms,PERFORMANCE_WARNING
Validation failed: username already exists,VALIDATION_ERROR
Application failed to start: port 8443 already in use (pid 77410),SYSTEM_ERROR
Failed to serialize response for endpoint /api/services,APPLICATION_ERROR
Disk space critically low on mysql-db volume (310 MB free),SYSTEM_ERROR
Disk space critically low on mysql-db volume (6100 MB free),SYSTEM_ERROR
Appointment 77410 cancelled by user 31,INFO
IllegalStateException: working schedule not initialized for staff 8891,APPLICATION_ERROR
Appointment 555 cancelled by user 77410,INFO
Unable to reach downstream service from 203.0.113.42,NETWORK_ERROR
Appointment created successfully for user 77410 with service svc-202,INFO
Failed to parse JWT claims for request to /api/appointments/{id}/cancel,AUTHENTICATION_ERROR
Login failed for user admin@system.local: invalid credentials,AUTHENTICATION_ERROR
Suspicious request payload containing script tags blocked for /api/appointments/{id}/cancel,SECURITY_ALERT
Application failed to start: port 8443 already in use (pid 8891),SYSTEM_ERROR
Invalid request body for endpoint /api/services: missing required field 'serviceId',VALIDATION_ERROR
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Slow response detected for /api/services/{id}/available-slots: 2200 ms,PERFORMANCE_WARNING
